serial_number,temperature,humidity,timestamp
SN-1,29.788027641601197,53.0655056167871,2024-07-01 01:36:52.387246
SN-2,25.654778338834515,50.386573599197924,2024-07-01 01:41:52.387246
SN-3,23.41234451713327,58.39788376329957,2024-07-01 01:46:52.387246
SN-4,26.0770752757874,55.276263921000584,2024-07-01 01:51:52.387246
SN-5,25.813161060639317,56.32527576819112,2024-07-01 01:56:52.387246
SN-6,25.689781777106855,59.82012721803096,2024-07-01 02:01:52.387246
SN-7,25.503742659271712,50.657352345038596,2024-07-01 02:06:52.387246
SN-8,26.031247646806687,55.538790911991626,2024-07-01 02:11:52.387246
SN-9,26.760670105462584,53.403600210899285,2024-07-01 02:16:52.387246
SN-10,25.398565807322896,51.30261478141655,2024-07-01 02:21:52.387246
SN-11,24.039943485472577,59.345041817627646,2024-07-01 02:26:52.387246
SN-12,25.25094134462412,54.53434268114991,2024-07-01 02:31:52.387246
SN-13,24.818481688625468,59.68056940526977,2024-07-01 02:36:52.387246
SN-14,25.65024856179784,53.69449360988518,2024-07-01 02:41:52.387246
SN-15,26.424325653650143,55.04357871237353,2024-07-01 02:46:52.387246
SN-16,25.264223786222857,58.86232210794651,2024-07-01 02:51:52.387246
SN-17,23.9879201223774,50.472785986721355,2024-07-01 02:56:52.387246
SN-18,25.405891707427667,59.05001185326785,2024-07-01 03:01:52.387246
SN-19,23.125434396342687,53.032161311558674,2024-07-01 03:06:52.387246
SN-20,27.22919497009677,52.68533870200149,2024-07-01 03:11:52.387246
SN-21,26.800376167221827,58.050770201905706,2024-07-01 03:16:52.387246
SN-22,24.69510066515151,59.63660109068675,2024-07-01 03:21:52.387246
SN-23,29.43335887398515,55.197930725178054,2024-07-01 03:26:52.387246
SN-24,29.833008011736062,52.2180967285992,2024-07-01 03:31:52.387246
SN-25,24.1808323615887,57.01756345079334,2024-07-01 03:36:52.387246
SN-26,28.66045443310768,58.77644914908707,2024-07-01 03:41:52.387246
SN-27,26.425020010150075,55.81252853268194,2024-07-01 03:46:52.387246
SN-28,23.54257585192266,50.964265487119185,2024-07-01 03:51:52.387246
SN-29,25.89269495633865,52.63003713019497,2024-07-01 03:56:52.387246
SN-30,29.96615343782336,52.84614599956407,2024-07-01 04:01:52.387246
SN-31,28.944895502152892,51.17031062924097,2024-07-01 04:06:52.387246
SN-32,27.76169770127211,51.634551255020135,2024-07-01 04:11:52.387246
SN-33,25.429564462658806,55.35229706506853,2024-07-01 04:16:52.387246
SN-34,25.922726693133413,52.79273843744426,2024-07-01 04:21:52.387246
SN-35,28.755151220502103,59.56064501409,2024-07-01 04:26:52.387246
SN-36,23.60099028318646,57.55316711158097,2024-07-01 04:31:52.387246
SN-37,29.49758629742668,54.621905266568966,2024-07-01 04:36:52.387246
SN-38,29.339921660146324,54.919412183776444,2024-07-01 04:41:52.387246
SN-39,28.574823139045115,51.756298366167385,2024-07-01 04:46:52.387246
SN-40,26.944930220108642,57.90185007968849,2024-07-01 04:51:52.387246
SN-41,26.76882772763029,55.21480204488666,2024-07-01 04:56:52.387246
SN-42,28.07512132840407,56.72337529204856,2024-07-01 05:01:52.387246
SN-43,26.8256507659445,53.21548443684543,2024-07-01 05:06:52.387246
SN-44,29.884343564067727,52.99128809404818,2024-07-01 05:11:52.387246
SN-45,29.317621556922994,58.01073832087497,2024-07-01 05:16:52.387246
SN-46,24.02179380983269,54.79199641092102,2024-07-01 05:21:52.387246
SN-47,24.445607816827977,54.63247073520374,2024-07-01 05:26:52.387246
SN-48,27.19561620674007,57.59805560781797,2024-07-01 05:31:52.387246
SN-49,29.832303799997373,58.87699957340213,2024-07-01 05:36:52.387246
SN-50,28.715177683763976,58.00632454750322,2024-07-01 05:41:52.387246
SN-51,24.983164460773516,55.08411609946779,2024-07-01 05:46:52.387246
SN-52,24.221290187630853,50.08233680918853,2024-07-01 05:51:52.387246
SN-53,28.702803903492626,50.14736710622384,2024-07-01 05:56:52.387246
SN-54,26.463356005850677,55.8070585676235,2024-07-01 06:01:52.387246
SN-55,27.180676070688776,58.555611208723555,2024-07-01 06:06:52.387246
SN-56,26.46878585164836,56.602794746289675,2024-07-01 06:11:52.387246
SN-57,28.0386620584391,51.749743009142115,2024-07-01 06:16:52.387246
SN-58,25.36806574756412,53.74012721950248,2024-07-01 06:21:52.387246
SN-59,26.104463726891982,51.6261777108258,2024-07-01 06:26:52.387246
SN-60,24.47225413484964,55.352296460355014,2024-07-01 06:31:52.387246
SN-61,27.05782497130085,57.145931451461564,2024-07-01 06:36:52.387246
SN-62,28.193178037489538,50.23356794720827,2024-07-01 06:41:52.387246
SN-63,29.72960415108545,53.93973411940955,2024-07-01 06:46:52.387246
SN-64,25.873531513099174,50.79366672531252,2024-07-01 06:51:52.387246
SN-65,25.300657153926352,53.14347037323791,2024-07-01 06:56:52.387246
SN-66,29.346372233403983,53.9288075035609,2024-07-01 07:01:52.387246
SN-67,27.48517908069129,50.80545241860337,2024-07-01 07:06:52.387246
SN-68,29.456809360865055,58.40261055346147,2024-07-01 07:11:52.387246
SN-69,23.141167992969496,58.47044766267243,2024-07-01 07:16:52.387246
SN-70,29.91044902735665,54.81267087044803,2024-07-01 07:21:52.387246
SN-71,28.523718149038093,52.841027816821416,2024-07-01 07:26:52.387246
SN-72,29.35977058073438,53.08373564669425,2024-07-01 07:31:52.387246
SN-73,25.72291700326481,52.362958273672604,2024-07-01 07:36:52.387246
SN-74,29.340784613137274,55.45189679095903,2024-07-01 07:41:52.387246
SN-75,25.77022374795877,54.978816969158615,2024-07-01 07:46:52.387246
SN-76,29.83769609606383,53.93481553512523,2024-07-01 07:51:52.387246
SN-77,29.817359800802883,55.18550940343489,2024-07-01 07:56:52.387246
SN-78,25.503965588001197,50.85874854808976,2024-07-01 08:01:52.387246
SN-79,28.236530099021508,57.15252728864466,2024-07-01 08:06:52.387246
SN-80,24.358274460636473,52.78566532975658,2024-07-01 08:11:52.387246
SN-81,29.100041676374197,59.17716779227028,2024-07-01 08:16:52.387246
SN-82,25.128376536233212,51.77404322515832,2024-07-01 08:21:52.387246
SN-83,28.978684982607177,54.127690765462376,2024-07-01 08:26:52.387246
SN-84,28.262273830589653,58.45239355398874,2024-07-01 08:31:52.387246
SN-85,26.751711765412363,52.741450714086554,2024-07-01 08:36:52.387246
SN-86,27.225149709947004,57.29987167765506,2024-07-01 08:41:52.387246
SN-87,26.741172666635087,50.20874987975692,2024-07-01 08:46:52.387246
SN-88,27.63065649325375,50.51282016559241,2024-07-01 08:51:52.387246
SN-89,25.08369092070411,57.2520948547445,2024-07-01 08:56:52.387246
SN-90,25.22208583923725,52.94517364054687,2024-07-01 09:01:52.387246
SN-91,24.05746559673693,57.86583861268042,2024-07-01 09:06:52.387246
SN-92,27.470348011686678,56.7032820184448,2024-07-01 09:11:52.387246
SN-93,26.88404836775375,52.001381288431304,2024-07-01 09:16:52.387246
SN-94,29.657960250193604,54.034620986300254,2024-07-01 09:21:52.387246
SN-95,27.494330953803725,59.49347698765112,2024-07-01 09:26:52.387246
SN-96,26.319029193377144,51.95406325328536,2024-07-01 09:31:52.387246
SN-97,25.636503245047184,55.80177324609312,2024-07-01 09:36:52.387246
SN-98,23.957916479901296,57.30662934720919,2024-07-01 09:41:52.387246
SN-99,25.314193150103208,56.791027799035376,2024-07-01 09:46:52.387246
SN-100,28.54377419208836,59.30454948985832,2024-07-01 09:51:52.387246
SN-101,28.385116624447747,51.06187415795939,2024-07-01 09:56:52.387246
SN-102,26.950877878031847,56.80336170176113,2024-07-01 10:01:52.387246
SN-103,23.924351271738193,54.579891116468886,2024-07-01 10:06:52.387246
SN-104,25.658485132261195,55.34600674753865,2024-07-01 10:11:52.387246
SN-105,29.744230387548143,57.39626225884385,2024-07-01 10:16:52.387246
SN-106,25.706042355458234,51.8074676000041,2024-07-01 10:21:52.387246
SN-107,24.523596009459073,55.96350822182184,2024-07-01 10:26:52.387246
SN-108,27.492909923900264,53.83167421172752,2024-07-01 10:31:52.387246
SN-109,27.241350689606268,51.52966964576313,2024-07-01 10:36:52.387246
SN-110,24.191586751755743,51.2688893323203,2024-07-01 10:41:52.387246
SN-111,25.281247835645907,58.91157901258495,2024-07-01 10:46:52.387246
SN-112,25.162337537969083,59.308006170303415,2024-07-01 10:51:52.387246
SN-113,28.677693931574755,57.42182098267477,2024-07-01 10:56:52.387246
SN-114,28.2292882221564,52.11915468498659,2024-07-01 11:01:52.387246
SN-115,26.66162919192274,53.58205230526196,2024-07-01 11:06:52.387246
SN-116,27.07106284000037,56.97460193768977,2024-07-01 11:11:52.387246
SN-117,28.86014677590405,50.03031540323252,2024-07-01 11:16:52.387246
