serial_number,temperature,humidity,timestamp
SN-1,29.07222955854963,53.6843221227763,2024-06-30 01:36:52.399936
SN-2,29.1540770008178,56.95399547830408,2024-06-30 01:41:52.399936
SN-3,29.023353646023928,51.572768246099486,2024-06-30 01:46:52.399936
SN-4,26.077924433383195,51.77763758595342,2024-06-30 01:51:52.399936
SN-5,25.88544132444291,50.04227531233075,2024-06-30 01:56:52.399936
SN-6,27.125367326124234,51.86030284288381,2024-06-30 02:01:52.399936
SN-7,24.04894709771158,56.906275296268916,2024-06-30 02:06:52.399936
SN-8,28.546596758679073,58.841854065282554,2024-06-30 02:11:52.399936
SN-9,24.12630620667744,56.229768231722105,2024-06-30 02:16:52.399936
SN-10,24.71494739057446,55.84970201984464,2024-06-30 02:21:52.399936
SN-11,26.658168067692202,59.067656667992004,2024-06-30 02:26:52.399936
SN-12,27.999478329385802,57.10060513596458,2024-06-30 02:31:52.399936
SN-13,26.94477429726145,57.61920426882465,2024-06-30 02:36:52.399936
SN-14,27.147106901339065,53.87167989508749,2024-06-30 02:41:52.399936
SN-15,24.68166236289805,54.39208393571846,2024-06-30 02:46:52.399936
SN-16,29.192420438870137,51.36524417098131,2024-06-30 02:51:52.399936
SN-17,23.55014693244075,58.13614263794348,2024-06-30 02:56:52.399936
SN-18,25.227623008739087,57.417714524152984,2024-06-30 03:01:52.399936
SN-19,28.370223943639946,58.07765716128413,2024-06-30 03:06:52.399936
SN-20,23.035620194343366,53.63000800919554,2024-06-30 03:11:52.399936
SN-21,25.657756324165398,58.04197200946024,2024-06-30 03:16:52.399936
SN-22,23.258342829188077,50.28816797515343,2024-06-30 03:21:52.399936
SN-23,25.76131262539387,51.50757948391265,2024-06-30 03:26:52.399936
SN-24,29.504848744054954,56.92826278666766,2024-06-30 03:31:52.399936
SN-25,23.109971734345024,52.608073025908084,2024-06-30 03:36:52.399936
SN-26,26.173157587795938,57.72979144868854,2024-06-30 03:41:52.399936
SN-27,26.878576894350264,56.171293151162416,2024-06-30 03:46:52.399936
SN-28,23.93371781630076,59.86424755433366,2024-06-30 03:51:52.399936
SN-29,24.62625706265947,59.68413542389947,2024-06-30 03:56:52.399936
SN-30,24.99421038509353,53.39800350656732,2024-06-30 04:01:52.399936
SN-31,26.11397556910537,59.48177807739978,2024-06-30 04:06:52.399936
SN-32,29.450492017353167,55.22427844445727,2024-06-30 04:11:52.399936
SN-33,27.925678182664377,56.52562287678781,2024-06-30 04:16:52.399936
SN-34,26.73979693669235,58.81808785993403,2024-06-30 04:21:52.399936
SN-35,23.224203708990725,50.425488538027764,2024-06-30 04:26:52.399936
SN-36,27.73502497810479,58.74769146413439,2024-06-30 04:31:52.399936
SN-37,29.57468059519786,54.85348517263848,2024-06-30 04:36:52.399936
SN-38,28.499831978552645,51.11931932846773,2024-06-30 04:41:52.399936
SN-39,25.12342148500446,57.11200310256156,2024-06-30 04:46:52.399936
SN-40,29.568565002549906,53.36114655078117,2024-06-30 04:51:52.399936
SN-41,28.481519896555888,56.17180774447551,2024-06-30 04:56:52.399936
SN-42,25.74768882736789,54.39565203285189,2024-06-30 05:01:52.399936
SN-43,29.992868177794286,52.09131417035669,2024-06-30 05:06:52.399936
SN-44,28.565776313037677,59.788354375595304,2024-06-30 05:11:52.399936
SN-45,28.511423316638716,56.57345158583865,2024-06-30 05:16:52.399936
SN-46,28.719490243170064,54.60647979950988,2024-06-30 05:21:52.399936
SN-47,27.263122586413935,51.95621912073328,2024-06-30 05:26:52.399936
SN-48,25.467810240377663,59.58049836795499,2024-06-30 05:31:52.399936
SN-49,29.280223937377013,57.406529833453114,2024-06-30 05:36:52.399936
SN-50,26.951644291619004,51.15370077638252,2024-06-30 05:41:52.399936
SN-51,28.75608942163097,50.94893066344918,2024-06-30 05:46:52.399936
SN-52,24.28282516123887,52.30799452374224,2024-06-30 05:51:52.399936
SN-53,23.538589969048363,58.762503345714975,2024-06-30 05:56:52.399936
SN-54,28.78476253792132,50.145290446254194,2024-06-30 06:01:52.399936
SN-55,26.9777145505982,56.18576098394792,2024-06-30 06:06:52.399936
SN-56,26.982795749460756,54.28373731682842,2024-06-30 06:11:52.399936
SN-57,24.990993476338808,57.0584616549034,2024-06-30 06:16:52.399936
SN-58,27.113064393428097,56.06366622881653,2024-06-30 06:21:52.399936
SN-59,26.891585438992973,50.13819030102237,2024-06-30 06:26:52.399936
SN-60,26.15210961675279,56.93088457556056,2024-06-30 06:31:52.399936
SN-61,28.10338083993319,56.67989732667442,2024-06-30 06:36:52.399936
SN-62,23.873793049881478,50.53977740244454,2024-06-30 06:41:52.399936
SN-63,23.17952882285106,52.26795762448819,2024-06-30 06:46:52.399936
SN-64,29.416860100100564,54.240235404191225,2024-06-30 06:51:52.399936
SN-65,24.126205702257625,50.882990457437316,2024-06-30 06:56:52.399936
